longitude,latitude,altitude,time,station_id,datasourceid,Water_Level,Water_Level_LAT,Water_Level_OD_Malin,QC_Flag
-6.0683,53.3915,0,2010-01-01T00:00:00Z,Howth Harbour,10,4.5542,4.5542,1.5972,1
-6.0683,53.3915,0,2010-01-01T00:06:00Z,Howth Harbour,10,4.5242,4.5242,1.5672,1
-6.0683,53.3915,0,2010-01-01T00:12:00Z,Howth Harbour,10,4.4642,4.4642,1.5072,1
-6.0683,53.3915,0,2010-01-01T00:18:00Z,Howth Harbour,10,4.4342,4.4342,1.4772,1
-6.0683,53.3915,0,2010-01-01T00:24:00Z,Howth Harbour,10,4.3642,4.3642,1.4072,1
-6.0683,53.3915,0,2010-01-01T00:30:00Z,Howth Harbour,10,4.3142,4.3142,1.3572,1
-6.0683,53.3915,0,2010-01-01T00:36:00Z,Howth Harbour,10,4.2542,4.2542,1.2972,1
-6.0683,53.3915,0,2010-01-01T00:42:00Z,Howth Harbour,10,4.1742,4.1742,1.2172,1
-6.0683,53.3915,0,2010-01-01T00:48:00Z,Howth Harbour,10,4.1242,4.1242,1.1672,1
-6.0683,53.3915,0,2010-01-01T00:54:00Z,Howth Harbour,10,4.0342,4.0342,1.0772,1
-6.0683,53.3915,0,2010-01-01T01:00:00Z,Howth Harbour,10,3.9742,3.9742,1.0172,1
-6.0683,53.3915,0,2010-01-01T01:06:00Z,Howth Harbour,10,3.8842,3.8842,0.9272,1
-6.0683,53.3915,0,2010-01-01T01:12:00Z,Howth Harbour,10,3.8042,3.8042,0.8472,1
-6.0683,53.3915,0,2010-01-01T01:18:00Z,Howth Harbour,10,3.7342,3.7342,0.7772,1
-6.0683,53.3915,0,2010-01-01T01:24:00Z,Howth Harbour,10,3.6342,3.6342,0.6772,1
-6.0683,53.3915,0,2010-01-01T01:30:00Z,Howth Harbour,10,3.5542,3.5542,0.5972,1
-6.0683,53.3915,0,2010-01-01T01:36:00Z,Howth Harbour,10,3.4542,3.4542,0.4972,1
-6.0683,53.3915,0,2010-01-01T01:42:00Z,Howth Harbour,10,3.3442,3.3442,0.3872,1
-6.0683,53.3915,0,2010-01-01T01:48:00Z,Howth Harbour,10,3.2542,3.2542,0.2972,1
-6.0683,53.3915,0,2010-01-01T01:54:00Z,Howth Harbour,10,3.1642,3.1642,0.2072,1
-6.0683,53.3915,0,2010-01-01T02:00:00Z,Howth Harbour,10,3.0742,3.0742,0.1172,1
-6.0683,53.3915,0,2010-01-01T02:06:00Z,Howth Harbour,10,2.9642,2.9642,0.0072,1
-6.0683,53.3915,0,2010-01-01T02:12:00Z,Howth Harbour,10,2.8842,2.8842,-0.0728,1
-6.0683,53.3915,0,2010-01-01T02:18:00Z,Howth Harbour,10,2.7842,2.7842,-0.1728,1
-6.0683,53.3915,0,2010-01-01T02:24:00Z,Howth Harbour,10,2.6942,2.6942,-0.2628,1
-6.0683,53.3915,0,2010-01-01T02:30:00Z,Howth Harbour,10,2.5842,2.5842,-0.3728,1
-6.0683,53.3915,0,2010-01-01T02:36:00Z,Howth Harbour,10,2.4942,2.4942,-0.4628,1
-6.0683,53.3915,0,2010-01-01T02:42:00Z,Howth Harbour,10,2.4042,2.4042,-0.5528,1
-6.0683,53.3915,0,2010-01-01T02:48:00Z,Howth Harbour,10,2.2942,2.2942,-0.6628,1
-6.0683,53.3915,0,2010-01-01T02:54:00Z,Howth Harbour,10,2.2242,2.2242,-0.7328,1
-6.0683,53.3915,0,2010-01-01T03:00:00Z,Howth Harbour,10,2.1342,2.1342,-0.8228,1
-6.0683,53.3915,0,2010-01-01T03:06:00Z,Howth Harbour,10,2.0342,2.0342,-0.9228,1
-6.0683,53.3915,0,2010-01-01T03:12:00Z,Howth Harbour,10,1.9642,1.9642,-0.9928,1
-6.0683,53.3915,0,2010-01-01T03:18:00Z,Howth Harbour,10,1.8842,1.8842,-1.0728,1
-6.0683,53.3915,0,2010-01-01T03:24:00Z,Howth Harbour,10,1.8042,1.8042,-1.1528,1
-6.0683,53.3915,0,2010-01-01T03:30:00Z,Howth Harbour,10,1.7442,1.7442,-1.2128,1
-6.0683,53.3915,0,2010-01-01T03:36:00Z,Howth Harbour,10,1.6742,1.6742,-1.2828,1
-6.0683,53.3915,0,2010-01-01T03:42:00Z,Howth Harbour,10,1.6142,1.6142,-1.3428,1
-6.0683,53.3915,0,2010-01-01T03:48:00Z,Howth Harbour,10,1.5442,1.5442,-1.4128,1
-6.0683,53.3915,0,2010-01-01T03:54:00Z,Howth Harbour,10,1.5042,1.5042,-1.4528,1
-6.0683,53.3915,0,2010-01-01T04:00:00Z,Howth Harbour,10,1.4742,1.4742,-1.4828,1
-6.0683,53.3915,0,2010-01-01T04:06:00Z,Howth Harbour,10,1.4242,1.4242,-1.5328,1
-6.0683,53.3915,0,2010-01-01T04:12:00Z,Howth Harbour,10,1.3942,1.3942,-1.5628,1
-6.0683,53.3915,0,2010-01-01T04:18:00Z,Howth Harbour,10,1.3242,1.3242,-1.6328,1
-6.0683,53.3915,0,2010-01-01T04:24:00Z,Howth Harbour,10,1.3342,1.3342,-1.6228,1
-6.0683,53.3915,0,2010-01-01T04:30:00Z,Howth Harbour,10,1.3042,1.3042,-1.6528,1
-6.0683,53.3915,0,2010-01-01T04:36:00Z,Howth Harbour,10,1.2842,1.2842,-1.6728,1
-6.0683,53.3915,0,2010-01-01T04:42:00Z,Howth Harbour,10,1.2742,1.2742,-1.6828,1
-6.0683,53.3915,0,2010-01-01T04:48:00Z,Howth Harbour,10,1.2542,1.2542,-1.7028,1
-6.0683,53.3915,0,2010-01-01T04:54:00Z,Howth Harbour,10,1.2942,1.2942,-1.6628,1
-6.0683,53.3915,0,2010-01-01T05:00:00Z,Howth Harbour,10,1.2542,1.2542,-1.7028,1
-6.0683,53.3915,0,2010-01-01T05:06:00Z,Howth Harbour,10,1.2642,1.2642,-1.6928,1
-6.0683,53.3915,0,2010-01-01T05:12:00Z,Howth Harbour,10,1.3142,1.3142,-1.6428,1
-6.0683,53.3915,0,2010-01-01T05:18:00Z,Howth Harbour,10,1.3242,1.3242,-1.6328,1
-6.0683,53.3915,0,2010-01-01T05:24:00Z,Howth Harbour,10,1.3442,1.3442,-1.6128,1
-6.0683,53.3915,0,2010-01-01T05:30:00Z,Howth Harbour,10,1.3942,1.3942,-1.5628,1
-6.0683,53.3915,0,2010-01-01T05:36:00Z,Howth Harbour,10,1.4142,1.4142,-1.5428,1
-6.0683,53.3915,0,2010-01-01T05:42:00Z,Howth Harbour,10,1.4542,1.4542,-1.5028,1
-6.0683,53.3915,0,2010-01-01T05:48:00Z,Howth Harbour,10,1.4942,1.4942,-1.4628,1
-6.0683,53.3915,0,2010-01-01T05:54:00Z,Howth Harbour,10,1.5342,1.5342,-1.4228,1
-6.0683,53.3915,0,2010-01-01T06:00:00Z,Howth Harbour,10,1.6042,1.6042,-1.3528,1
-6.0683,53.3915,0,2010-01-01T06:06:00Z,Howth Harbour,10,1.6642,1.6642,-1.2928,1
-6.0683,53.3915,0,2010-01-01T06:12:00Z,Howth Harbour,10,1.7142,1.7142,-1.2428,1
-6.0683,53.3915,0,2010-01-01T06:18:00Z,Howth Harbour,10,1.7642,1.7642,-1.1928,1
-6.0683,53.3915,0,2010-01-01T06:24:00Z,Howth Harbour,10,1.8342,1.8342,-1.1228,1
-6.0683,53.3915,0,2010-01-01T06:30:00Z,Howth Harbour,10,1.8942,1.8942,-1.0628,1
-6.0683,53.3915,0,2010-01-01T06:36:00Z,Howth Harbour,10,1.9742,1.9742,-0.9828,1
-6.0683,53.3915,0,2010-01-01T06:42:00Z,Howth Harbour,10,2.0342,2.0342,-0.9228,1
-6.0683,53.3915,0,2010-01-01T06:48:00Z,Howth Harbour,10,2.1042,2.1042,-0.8528,1
-6.0683,53.3915,0,2010-01-01T06:54:00Z,Howth Harbour,10,2.1842,2.1842,-0.7728,1
-6.0683,53.3915,0,2010-01-01T07:00:00Z,Howth Harbour,10,2.2542,2.2542,-0.7028,1
-6.0683,53.3915,0,2010-01-01T07:06:00Z,Howth Harbour,10,2.3642,2.3642,-0.5928,1
-6.0683,53.3915,0,2010-01-01T07:12:00Z,Howth Harbour,10,2.4142,2.4142,-0.5428,1
-6.0683,53.3915,0,2010-01-01T07:18:00Z,Howth Harbour,10,2.5242,2.5242,-0.4328,1
-6.0683,53.3915,0,2010-01-01T07:24:00Z,Howth Harbour,10,2.6042,2.6042,-0.3528,1
-6.0683,53.3915,0,2010-01-01T07:30:00Z,Howth Harbour,10,2.6842,2.6842,-0.2728,1
-6.0683,53.3915,0,2010-01-01T07:36:00Z,Howth Harbour,10,2.7742,2.7742,-0.1828,1
-6.0683,53.3915,0,2010-01-01T07:42:00Z,Howth Harbour,10,2.8542,2.8542,-0.1028,1
-6.0683,53.3915,0,2010-01-01T07:48:00Z,Howth Harbour,10,2.9342,2.9342,-0.0228,1
-6.0683,53.3915,0,2010-01-01T07:54:00Z,Howth Harbour,10,3.0342,3.0342,0.0772,1
-6.0683,53.3915,0,2010-01-01T08:00:00Z,Howth Harbour,10,3.1042,3.1042,0.1472,1
-6.0683,53.3915,0,2010-01-01T08:06:00Z,Howth Harbour,10,3.2042,3.2042,0.2472,1
-6.0683,53.3915,0,2010-01-01T08:12:00Z,Howth Harbour,10,3.2742,3.2742,0.3172,1
-6.0683,53.3915,0,2010-01-01T08:18:00Z,Howth Harbour,10,3.3742,3.3742,0.4172,1
-6.0683,53.3915,0,2010-01-01T08:24:00Z,Howth Harbour,10,3.4542,3.4542,0.4972,1
-6.0683,53.3915,0,2010-01-01T08:30:00Z,Howth Harbour,10,3.5242,3.5242,0.5672,1
-6.0683,53.3915,0,2010-01-01T08:36:00Z,Howth Harbour,10,3.6242,3.6242,0.6672,1
-6.0683,53.3915,0,2010-01-01T08:42:00Z,Howth Harbour,10,3.6942,3.6942,0.7372,1
-6.0683,53.3915,0,2010-01-01T08:48:00Z,Howth Harbour,10,3.7842,3.7842,0.8272,1
-6.0683,53.3915,0,2010-01-01T08:54:00Z,Howth Harbour,10,3.8442,3.8442,0.8872,1
-6.0683,53.3915,0,2010-01-01T09:00:00Z,Howth Harbour,10,3.9342,3.9342,0.9772,1
-6.0683,53.3915,0,2010-01-01T09:06:00Z,Howth Harbour,10,4.0142,4.0142,1.0572,1
-6.0683,53.3915,0,2010-01-01T09:12:00Z,Howth Harbour,10,4.0642,4.0642,1.1072,1
-6.0683,53.3915,0,2010-01-01T09:18:00Z,Howth Harbour,10,4.1542,4.1542,1.1972,1
-6.0683,53.3915,0,2010-01-01T09:24:00Z,Howth Harbour,10,4.2142,4.2142,1.2572,1
-6.0683,53.3915,0,2010-01-01T09:30:00Z,Howth Harbour,10,4.2842,4.2842,1.3272,1
-6.0683,53.3915,0,2010-01-01T09:36:00Z,Howth Harbour,10,4.3442,4.3442,1.3872,1
-6.0683,53.3915,0,2010-01-01T09:42:00Z,Howth Harbour,10,4.4042,4.4042,1.4472,1
-6.0683,53.3915,0,2010-01-01T09:48:00Z,Howth Harbour,10,4.4642,4.4642,1.5072,1
-6.0683,53.3915,0,2010-01-01T09:54:00Z,Howth Harbour,10,4.5242,4.5242,1.5672,1
-6.0683,53.3915,0,2010-01-01T10:00:00Z,Howth Harbour,10,4.5842,4.5842,1.6272,1
-6.0683,53.3915,0,2010-01-01T10:06:00Z,Howth Harbour,10,4.6342,4.6342,1.6772,1
-6.0683,53.3915,0,2010-01-01T10:12:00Z,Howth Harbour,10,4.6942,4.6942,1.7372,1
-6.0683,53.3915,0,2010-01-01T10:18:00Z,Howth Harbour,10,4.7342,4.7342,1.7772,1
-6.0683,53.3915,0,2010-01-01T10:24:00Z,Howth Harbour,10,4.7842,4.7842,1.8272,1
-6.0683,53.3915,0,2010-01-01T10:30:00Z,Howth Harbour,10,4.8442,4.8442,1.8872,1
-6.0683,53.3915,0,2010-01-01T10:36:00Z,Howth Harbour,10,4.8842,4.8842,1.9272,1
-6.0683,53.3915,0,2010-01-01T10:42:00Z,Howth Harbour,10,4.9242,4.9242,1.9672,1
-6.0683,53.3915,0,2010-01-01T10:48:00Z,Howth Harbour,10,4.9342,4.9342,1.9772,1
-6.0683,53.3915,0,2010-01-01T10:54:00Z,Howth Harbour,10,4.9742,4.9742,2.0172,1
-6.0683,53.3915,0,2010-01-01T11:00:00Z,Howth Harbour,10,5.0042,5.0042,2.0472,1
-6.0683,53.3915,0,2010-01-01T11:06:00Z,Howth Harbour,10,5.0242,5.0242,2.0672,1
-6.0683,53.3915,0,2010-01-01T11:12:00Z,Howth Harbour,10,5.0242,5.0242,2.0672,1
-6.0683,53.3915,0,2010-01-01T11:18:00Z,Howth Harbour,10,5.0542,5.0542,2.0972,1
-6.0683,53.3915,0,2010-01-01T11:24:00Z,Howth Harbour,10,5.0442,5.0442,2.0872,1
-6.0683,53.3915,0,2010-01-01T11:30:00Z,Howth Harbour,10,5.0542,5.0542,2.0972,1
-6.0683,53.3915,0,2010-01-01T11:36:00Z,Howth Harbour,10,5.0342,5.0342,2.0772,1
-6.0683,53.3915,0,2010-01-01T11:42:00Z,Howth Harbour,10,5.0142,5.0142,2.0572,1
-6.0683,53.3915,0,2010-01-01T11:48:00Z,Howth Harbour,10,5.0142,5.0142,2.0572,1
-6.0683,53.3915,0,2010-01-01T11:54:00Z,Howth Harbour,10,5.0042,5.0042,2.0472,1
-6.0683,53.3915,0,2010-01-01T12:00:00Z,Howth Harbour,10,4.9642,4.9642,2.0072,1
-6.0683,53.3915,0,2010-01-01T12:06:00Z,Howth Harbour,10,4.9342,4.9342,1.9772,1
-6.0683,53.3915,0,2010-01-01T12:12:00Z,Howth Harbour,10,4.8842,4.8842,1.9272,1
-6.0683,53.3915,0,2010-01-01T12:18:00Z,Howth Harbour,10,4.8642,4.8642,1.9072,1
-6.0683,53.3915,0,2010-01-01T12:24:00Z,Howth Harbour,10,4.8142,4.8142,1.8572,1
-6.0683,53.3915,0,2010-01-01T12:30:00Z,Howth Harbour,10,4.7642,4.7642,1.8072,1
-6.0683,53.3915,0,2010-01-01T12:36:00Z,Howth Harbour,10,4.7142,4.7142,1.7572,1
-6.0683,53.3915,0,2010-01-01T12:42:00Z,Howth Harbour,10,4.6542,4.6542,1.6972,1
-6.0683,53.3915,0,2010-01-01T12:48:00Z,Howth Harbour,10,4.6042,4.6042,1.6472,1
-6.0683,53.3915,0,2010-01-01T12:54:00Z,Howth Harbour,10,4.5442,4.5442,1.5872,1
-6.0683,53.3915,0,2010-01-01T13:00:00Z,Howth Harbour,10,4.4842,4.4842,1.5272,1
-6.0683,53.3915,0,2010-01-01T13:06:00Z,Howth Harbour,10,4.3942,4.3942,1.4372,1
-6.0683,53.3915,0,2010-01-01T13:12:00Z,Howth Harbour,10,4.3242,4.3242,1.3672,1
-6.0683,53.3915,0,2010-01-01T13:18:00Z,Howth Harbour,10,4.2442,4.2442,1.2872,1
-6.0683,53.3915,0,2010-01-01T13:24:00Z,Howth Harbour,10,4.1642,4.1642,1.2072,1
-6.0683,53.3915,0,2010-01-01T13:30:00Z,Howth Harbour,10,4.0742,4.0742,1.1172,1
-6.0683,53.3915,0,2010-01-01T13:36:00Z,Howth Harbour,10,3.9842,3.9842,1.0272,1
-6.0683,53.3915,0,2010-01-01T13:42:00Z,Howth Harbour,10,3.8842,3.8842,0.9272,1
-6.0683,53.3915,0,2010-01-01T13:48:00Z,Howth Harbour,10,3.7842,3.7842,0.8272,1
-6.0683,53.3915,0,2010-01-01T13:54:00Z,Howth Harbour,10,3.6842,3.6842,0.7272,1
-6.0683,53.3915,0,2010-01-01T14:00:00Z,Howth Harbour,10,3.5742,3.5742,0.6172,1
-6.0683,53.3915,0,2010-01-01T14:06:00Z,Howth Harbour,10,3.4642,3.4642,0.5072,1
-6.0683,53.3915,0,2010-01-01T14:12:00Z,Howth Harbour,10,3.3542,3.3542,0.3972,1
-6.0683,53.3915,0,2010-01-01T14:18:00Z,Howth Harbour,10,3.2342,3.2342,0.2772,1
-6.0683,53.3915,0,2010-01-01T14:24:00Z,Howth Harbour,10,3.1342,3.1342,0.1772,1
-6.0683,53.3915,0,2010-01-01T14:30:00Z,Howth Harbour,10,3.0342,3.0342,0.0772,1
-6.0683,53.3915,0,2010-01-01T14:36:00Z,Howth Harbour,10,2.9142,2.9142,-0.0428,1
-6.0683,53.3915,0,2010-01-01T14:42:00Z,Howth Harbour,10,2.8242,2.8242,-0.1328,1
-6.0683,53.3915,0,2010-01-01T14:48:00Z,Howth Harbour,10,2.7042,2.7042,-0.2528,1
-6.0683,53.3915,0,2010-01-01T14:54:00Z,Howth Harbour,10,2.5942,2.5942,-0.3628,1
-6.0683,53.3915,0,2010-01-01T15:00:00Z,Howth Harbour,10,2.4842,2.4842,-0.4728,1
-6.0683,53.3915,0,2010-01-01T15:06:00Z,Howth Harbour,10,2.3642,2.3642,-0.5928,1
-6.0683,53.3915,0,2010-01-01T15:12:00Z,Howth Harbour,10,2.2542,2.2542,-0.7028,1
-6.0683,53.3915,0,2010-01-01T15:18:00Z,Howth Harbour,10,2.1542,2.1542,-0.8028,1
-6.0683,53.3915,0,2010-01-01T15:24:00Z,Howth Harbour,10,2.0542,2.0542,-0.9028,1
-6.0683,53.3915,0,2010-01-01T15:30:00Z,Howth Harbour,10,1.9542,1.9542,-1.0028,1
-6.0683,53.3915,0,2010-01-01T15:36:00Z,Howth Harbour,10,1.8542,1.8542,-1.1028,1
-6.0683,53.3915,0,2010-01-01T15:42:00Z,Howth Harbour,10,1.7742,1.7742,-1.1828,1
-6.0683,53.3915,0,2010-01-01T15:48:00Z,Howth Harbour,10,1.6742,1.6742,-1.2828,1
-6.0683,53.3915,0,2010-01-01T15:54:00Z,Howth Harbour,10,1.5742,1.5742,-1.3828,1
-6.0683,53.3915,0,2010-01-01T16:00:00Z,Howth Harbour,10,1.5042,1.5042,-1.4528,1
-6.0683,53.3915,0,2010-01-01T16:06:00Z,Howth Harbour,10,1.4242,1.4242,-1.5328,1
-6.0683,53.3915,0,2010-01-01T16:12:00Z,Howth Harbour,10,1.3542,1.3542,-1.6028,1
-6.0683,53.3915,0,2010-01-01T16:18:00Z,Howth Harbour,10,1.3042,1.3042,-1.6528,1
-6.0683,53.3915,0,2010-01-01T16:24:00Z,Howth Harbour,10,1.2342,1.2342,-1.7228,1
-6.0683,53.3915,0,2010-01-01T16:30:00Z,Howth Harbour,10,1.1742,1.1742,-1.7828,1
-6.0683,53.3915,0,2010-01-01T16:36:00Z,Howth Harbour,10,1.1342,1.1342,-1.8228,1
-6.0683,53.3915,0,2010-01-01T16:42:00Z,Howth Harbour,10,1.0942,1.0942,-1.8628,1
-6.0683,53.3915,0,2010-01-01T16:48:00Z,Howth Harbour,10,1.0442,1.0442,-1.9128,1
-6.0683,53.3915,0,2010-01-01T16:54:00Z,Howth Harbour,10,1.0142,1.0142,-1.9428,1
-6.0683,53.3915,0,2010-01-01T17:00:00Z,Howth Harbour,10,1.0042,1.0042,-1.9528,1
-6.0683,53.3915,0,2010-01-01T17:06:00Z,Howth Harbour,10,0.9642,0.9642,-1.9928,1
-6.0683,53.3915,0,2010-01-01T17:12:00Z,Howth Harbour,10,0.9342,0.9342,-2.0228,1
-6.0683,53.3915,0,2010-01-01T17:18:00Z,Howth Harbour,10,0.9442,0.9442,-2.0128,1
-6.0683,53.3915,0,2010-01-01T17:24:00Z,Howth Harbour,10,0.9242,0.9242,-2.0328,1
-6.0683,53.3915,0,2010-01-01T17:30:00Z,Howth Harbour,10,0.9142,0.9142,-2.0428,1
-6.0683,53.3915,0,2010-01-01T17:36:00Z,Howth Harbour,10,0.9442,0.9442,-2.0128,1
-6.0683,53.3915,0,2010-01-01T17:42:00Z,Howth Harbour,10,0.9642,0.9642,-1.9928,1
-6.0683,53.3915,0,2010-01-01T17:48:00Z,Howth Harbour,10,0.9742,0.9742,-1.9828,1
-6.0683,53.3915,0,2010-01-01T17:54:00Z,Howth Harbour,10,1.0042,1.0042,-1.9528,1
-6.0683,53.3915,0,2010-01-01T18:00:00Z,Howth Harbour,10,1.0342,1.0342,-1.9228,1
-6.0683,53.3915,0,2010-01-01T18:06:00Z,Howth Harbour,10,1.0642,1.0642,-1.8928,1
-6.0683,53.3915,0,2010-01-01T18:12:00Z,Howth Harbour,10,1.1042,1.1042,-1.8528,1
-6.0683,53.3915,0,2010-01-01T18:18:00Z,Howth Harbour,10,1.1442,1.1442,-1.8128,1
-6.0683,53.3915,0,2010-01-01T18:24:00Z,Howth Harbour,10,1.1942,1.1942,-1.7628,1
-6.0683,53.3915,0,2010-01-01T18:30:00Z,Howth Harbour,10,1.2342,1.2342,-1.7228,1
-6.0683,53.3915,0,2010-01-01T18:36:00Z,Howth Harbour,10,1.2742,1.2742,-1.6828,1
-6.0683,53.3915,0,2010-01-01T18:42:00Z,Howth Harbour,10,1.3542,1.3542,-1.6028,1
-6.0683,53.3915,0,2010-01-01T18:48:00Z,Howth Harbour,10,1.4142,1.4142,-1.5428,1
-6.0683,53.3915,0,2010-01-01T18:54:00Z,Howth Harbour,10,1.4942,1.4942,-1.4628,1
-6.0683,53.3915,0,2010-01-01T19:00:00Z,Howth Harbour,10,1.5542,1.5542,-1.4028,1
-6.0683,53.3915,0,2010-01-01T19:06:00Z,Howth Harbour,10,1.6342,1.6342,-1.3228,1
-6.0683,53.3915,0,2010-01-01T19:12:00Z,Howth Harbour,10,1.7042,1.7042,-1.2528,1
-6.0683,53.3915,0,2010-01-01T19:18:00Z,Howth Harbour,10,1.7942,1.7942,-1.1628,1
-6.0683,53.3915,0,2010-01-01T19:24:00Z,Howth Harbour,10,1.8642,1.8642,-1.0928,1
-6.0683,53.3915,0,2010-01-01T19:30:00Z,Howth Harbour,10,1.9542,1.9542,-1.0028,1
-6.0683,53.3915,0,2010-01-01T19:36:00Z,Howth Harbour,10,2.0342,2.0342,-0.9228,1
-6.0683,53.3915,0,2010-01-01T19:42:00Z,Howth Harbour,10,2.1242,2.1242,-0.8328,1
